date,open,high,low,close,volume
2026-06-18,152.525,154.47,150.79,152.2501,21343223.343349002
2026-06-21,155.0,155.0,146.32,148.34,7159037.2812210005
2026-06-22,148.335,153.61,147.58,153.26,17045064.725311
2026-06-23,153.41,157.06,150.4,154.68,12198659.218086999
2026-06-24,154.7,155.07,148.772,151.405,9553139.906011999
2026-06-25,151.4,157.62,149.438,157.23,10449893.011274999
2026-06-26,157.193,158.465,156.272,158.271,8258420.457376
2026-06-28,158.22,161.675,156.705,158.93,4373070.671547
2026-06-29,158.955,159.2,154.141,154.815,10726240.63783
2026-06-30,154.86,165.5,154.842,165.435,17375145.592227
2026-07-01,165.443,166.299,161.608,166.15,10793161.726445
2026-07-02,166.233,167.193,165.0,166.275,4394682.773674
2026-07-05,166.48,166.87,161.84,166.85,3359279.880907
2026-07-06,166.815,171.54,165.44,171.54,12517468.190031
2026-07-07,171.51,172.36,164.85,166.21,10430293.458523
2026-07-08,166.255,167.185,156.5,163.12,13836092.12623
2026-07-09,163.19,166.17,161.682,163.345,10702689.702079
2026-07-10,163.345,163.753,162.66,163.1,6575432.715916
2026-07-12,162.49,172.56,162.49,171.745,5599133.528786001
2026-07-13,171.69,172.75,159.78,168.54,14382549.749493001
2026-07-14,168.49,172.78,166.52,168.96,11406067.177196998
2026-07-15,169.0,170.813,166.72,170.75,13176328.609327
2026-07-16,170.791,175.24,167.49,170.499,16889473.347911
2026-07-17,170.499,171.916,170.199,170.585,8750177.006809
2026-07-19,170.75,171.42,166.485,171.13,3416892.965165
2026-07-20,171.34,175.38,166.51,170.09,13918904.007951
2026-07-21,170.06,171.45,164.01,164.425,17248870.708593
2026-07-22,164.41,166.524,155.17,156.535,13834892.265509
2026-07-23,156.58,163.91,156.067,162.13,12265183.792451998
2026-07-24,162.139,164.46,162.095,162.745,9411623.073026
2026-07-26,163.73,174.39,162.745,173.6,5882457.423865
2026-07-27,173.6,184.54,172.925,181.84,20588841.978246003
2026-07-28,181.776,189.14,176.96,189.086,22769733.690318
